==================================================================
fastsimcoal started on 26/06/2025 at 16:00:21

TMRCAs per non-recombining segment
Locus	Segment_length	Data_Type	Time_(gen)	deme	Num_Mutations
761	1	data unknown	12340.8	0	0
762	1	data unknown	2040.77	0	0
763	1	data unknown	26691.6	0	0
764	1	data unknown	21041.1	0	0
765	1	data unknown	3795.03	0	0
766	1	data unknown	2018.09	0	0
767	1	data unknown	5497.04	0	0
768	1	data unknown	10534.9	0	0
769	1	data unknown	20878	0	0
770	1	data unknown	2049.39	0	0
771	1	data unknown	5219.4	0	0
772	1	data unknown	403.709	0	0
773	1	data unknown	8775.73	0	0
774	1	data unknown	23233.5	0	0
775	1	data unknown	2026.31	0	0
776	1	data unknown	2040.51	0	0
777	1	data unknown	3923.13	0	0
778	1	data unknown	26616.9	0	0
779	1	data unknown	669.441	0	0
780	1	data unknown	3244.11	0	0
781	1	data unknown	2473.77	0	0
782	1	data unknown	2048.64	0	0
783	1	data unknown	6495.88	0	0
784	1	data unknown	22903.9	0	0
785	1	data unknown	12627.4	0	0
786	1	data unknown	5144.33	0	0
787	1	data unknown	5621.32	0	0
788	1	data unknown	9448.91	0	0
789	1	data unknown	8181.9	0	0
790	1	data unknown	3764.52	0	0
791	1	data unknown	8552.38	0	0
792	1	data unknown	6658.69	0	0
793	1	data unknown	11325.6	0	0
794	1	data unknown	11573.4	0	0
795	1	data unknown	7691.17	0	0
796	1	data unknown	10966.8	0	0
797	1	data unknown	6550.08	0	0
798	1	data unknown	10491	0	0
799	1	data unknown	13604.4	0	0
800	1	data unknown	1435.51	0	0
801	1	data unknown	6702.56	0	0
802	1	data unknown	2000.69	0	0
803	1	data unknown	648.918	0	0
804	1	data unknown	2049.53	0	0
805	1	data unknown	14537	0	0
806	1	data unknown	2010.01	0	0
807	1	data unknown	143.127	0	0
808	1	data unknown	8921.87	0	0
809	1	data unknown	1632.88	0	0
810	1	data unknown	4417.63	0	0
811	1	data unknown	250.931	0	0
812	1	data unknown	44078.7	0	0
813	1	data unknown	10778.1	0	0
814	1	data unknown	1799.55	0	0
815	1	data unknown	6540.28	0	0
816	1	data unknown	2011.64	0	0
817	1	data unknown	4245.97	0	0
818	1	data unknown	9744.28	0	0
819	1	data unknown	6396.24	0	0
820	1	data unknown	3686.58	0	0
821	1	data unknown	22486.6	0	0
822	1	data unknown	12483.6	0	0
823	1	data unknown	2009.45	0	0
824	1	data unknown	4620.76	0	0
825	1	data unknown	2002.14	0	0
826	1	data unknown	1026.12	0	0
827	1	data unknown	2273.05	0	0
828	1	data unknown	6361.56	0	0
829	1	data unknown	2022.21	0	0
830	1	data unknown	6489.96	0	0
831	1	data unknown	19620.2	0	0
832	1	data unknown	23259.4	0	0
833	1	data unknown	2039.26	0	0
834	1	data unknown	8510.38	0	0
835	1	data unknown	809.326	0	0
836	1	data unknown	4518.03	0	0
837	1	data unknown	3631.76	0	0
838	1	data unknown	17963.5	0	0
839	1	data unknown	4775.3	0	0
840	1	data unknown	12856.8	0	0
841	1	data unknown	19240	0	0
842	1	data unknown	2743.02	0	0
843	1	data unknown	15504	0	0
844	1	data unknown	2022.18	0	0
845	1	data unknown	22756.1	0	0
846	1	data unknown	3408.03	0	0
847	1	data unknown	2025.56	0	0
848	1	data unknown	3066.77	0	0
849	1	data unknown	13387	0	0
850	1	data unknown	1191.33	0	0
851	1	data unknown	5103.09	0	0
852	1	data unknown	14399.5	0	0
853	1	data unknown	2799.97	0	0
854	1	data unknown	10197.9	0	0
855	1	data unknown	4894.2	0	0
856	1	data unknown	3796.29	0	0
857	1	data unknown	20455.2	0	0
858	1	data unknown	390.472	0	0
859	1	data unknown	25774.1	0	0
860	1	data unknown	2030.21	0	0
861	1	data unknown	2026.97	0	0
862	1	data unknown	924.301	0	0
863	1	data unknown	1156.43	0	0
864	1	data unknown	9769.92	0	0
865	1	data unknown	6513.73	0	0
866	1	data unknown	2797.91	0	0
867	1	data unknown	20621.4	0	0
868	1	data unknown	21843.7	0	0
869	1	data unknown	2000.37	0	0
870	1	data unknown	2360.71	0	0
871	1	data unknown	370.369	0	0
872	1	data unknown	1523.09	0	0
873	1	data unknown	2008.72	0	0
874	1	data unknown	30514.8	0	0
875	1	data unknown	20921.2	0	0
876	1	data unknown	20424.6	0	0
877	1	data unknown	4375.44	0	0
878	1	data unknown	3196.05	0	0
879	1	data unknown	1736.98	0	0
880	1	data unknown	12897.3	0	0
881	1	data unknown	4054.55	0	0
882	1	data unknown	1925.16	0	0
883	1	data unknown	7692.2	0	0
884	1	data unknown	409.508	0	0
885	1	data unknown	2013.63	0	0
886	1	data unknown	7428.42	0	0
887	1	data unknown	3903.37	0	0
888	1	data unknown	10534.9	0	0
889	1	data unknown	2014.31	0	0
890	1	data unknown	194.702	0	0
891	1	data unknown	7269.15	0	0
892	1	data unknown	2026.63	0	0
893	1	data unknown	2009.2	0	0
894	1	data unknown	1008.68	0	0
895	1	data unknown	2001.37	0	0
896	1	data unknown	2096.2	0	0
897	1	data unknown	8598.31	0	0
898	1	data unknown	1006.62	0	0
899	1	data unknown	1392.9	0	0
900	1	data unknown	6950.86	0	0
901	1	data unknown	1873.89	0	0
902	1	data unknown	4680.88	0	0
903	1	data unknown	2012.92	0	0
904	1	data unknown	9078.24	0	0
905	1	data unknown	2462.37	0	0
906	1	data unknown	8438.21	0	0
907	1	data unknown	2044.27	0	0
908	1	data unknown	674.934	0	0
909	1	data unknown	2004.75	0	0
910	1	data unknown	3162.52	0	0
911	1	data unknown	672.684	0	0
912	1	data unknown	583.992	0	0
913	1	data unknown	2039.08	0	0
914	1	data unknown	2009.01	0	0
915	1	data unknown	2024.44	0	0
916	1	data unknown	1407.59	0	0
917	1	data unknown	709.915	0	0
918	1	data unknown	3237.21	0	0
919	1	data unknown	5057.85	0	0
920	1	data unknown	6537.53	0	0
921	1	data unknown	11091	0	0
922	1	data unknown	25499.8	0	0
923	1	data unknown	2026.98	0	0
924	1	data unknown	183.754	0	0
925	1	data unknown	572.014	0	0
926	1	data unknown	2040.8	0	0
927	1	data unknown	2388.59	0	0
928	1	data unknown	38.147	0	0
929	1	data unknown	25947.3	0	0
930	1	data unknown	18678.2	0	0
931	1	data unknown	351.219	0	0
932	1	data unknown	1850.51	0	0
933	1	data unknown	3141.8	0	0
934	1	data unknown	19466.5	0	0
935	1	data unknown	8221.3	0	0
936	1	data unknown	2030.96	0	0
937	1	data unknown	6250.44	0	0
938	1	data unknown	25186.7	0	0
939	1	data unknown	30959.5	0	0
940	1	data unknown	5569.1	0	0
941	1	data unknown	1554.83	0	0
942	1	data unknown	5817.36	0	0
943	1	data unknown	2042.98	0	0
944	1	data unknown	2015.89	0	0
945	1	data unknown	28873.7	0	0
946	1	data unknown	13506.5	0	0
947	1	data unknown	2026.46	0	0
948	1	data unknown	8173.58	0	0
949	1	data unknown	5475.52	0	0
950	1	data unknown	1690.52	0	0
951	1	data unknown	5633.07	0	0
952	1	data unknown	2018.52	0	0
953	1	data unknown	17190.8	0	0
954	1	data unknown	2044.37	0	0
955	1	data unknown	4338.55	0	0
956	1	data unknown	85.4492	0	0
957	1	data unknown	36911.4	0	0
958	1	data unknown	19261.1	0	0
959	1	data unknown	611	0	0
960	1	data unknown	1146.01	0	0
961	1	data unknown	8224.13	0	0
962	1	data unknown	2013.81	0	0
963	1	data unknown	9352.32	0	0
964	1	data unknown	2005.94	0	0
965	1	data unknown	1483.15	0	0
966	1	data unknown	4993.53	0	0
967	1	data unknown	6725.71	0	0
968	1	data unknown	20620.7	0	0
969	1	data unknown	4380.09	0	0
970	1	data unknown	4510.63	0	0
971	1	data unknown	15725	0	0
972	1	data unknown	23130.4	0	0
973	1	data unknown	21.8582	0	0
974	1	data unknown	9678.71	0	0
975	1	data unknown	14128.8	0	0
976	1	data unknown	7303.94	0	0
977	1	data unknown	5715.47	0	0
978	1	data unknown	1605.57	0	0
979	1	data unknown	5113.47	0	0
980	1	data unknown	24596.5	0	0
981	1	data unknown	2025.78	0	0
982	1	data unknown	2034.44	0	0
983	1	data unknown	11131.2	0	0
984	1	data unknown	2020.53	0	0
985	1	data unknown	4909.76	0	0
986	1	data unknown	19253.3	0	0
987	1	data unknown	31884.8	0	0
988	1	data unknown	25388	0	0
989	1	data unknown	2011.15	0	0
990	1	data unknown	12475.4	0	0
991	1	data unknown	22117.1	0	0
992	1	data unknown	12601	0	0
993	1	data unknown	15453.7	0	0
994	1	data unknown	517.426	0	0
995	1	data unknown	2038.8	0	0
996	1	data unknown	7210.94	0	0
997	1	data unknown	7843.42	0	0
998	1	data unknown	2009.77	0	0
999	1	data unknown	2044.83	0	0

