N1,N2,T_split,MigRate,Fst,dxy,segsites1,segsites2,pi1,pi2,tajima1,tajima2
150000,5000,10089,0,0.15691403378017843,0.09903447999999875,0.3915,0.1017,0.10058604081632463,0.04375412244897996,0.5526929643338332,3.389444976955369
150000,5000,9767,0,0.16188079645284537,0.097538159999999,0.3821,0.099,0.09558857142856933,0.045129142857143714,0.4417481010492542,3.8087186039895258
150000,5000,13595,0,0.21217570368696348,0.09454855999999895,0.3802,0.0994,0.09202408163265094,0.03087502040816351,0.3083789776202847,1.4305230390025006
150000,5000,11217,0,0.35870718429470694,0.10522199999999875,0.3771,0.0003,0.09926897959183444,5.7959183673469384e-05,0.6563856103858042,-0.2781756726396205
150000,5000,12586,0,0.24714767360183076,0.10246047999999887,0.3791,0.0675,0.09627951020407934,0.02742293877551036,0.5041560059231687,2.9922691147239053
150000,5000,10045,0,0.33786369970907126,0.1020709599999985,0.3999,0.0071,0.09811289795918131,0.0029211428571428604,0.36259921014819896,2.95978693909042
150000,5000,10020,0,0.2469808880536395,0.09844487999999853,0.3807,0.0958,0.09411738775510006,0.02477918367346886,0.3934160232804579,0.579630151878876
150000,5000,8090,0,0.16878649729733652,0.10194879999999851,0.3836,0.1282,0.09955159183673265,0.045455591836735296,0.5952707661924739,2.1518292634049225
150000,5000,9316,0,0.20455315155965603,0.10205639999999859,0.4163,0.08,0.10000897959183391,0.034780326530612436,0.2787178707906035,3.460617913888778
150000,5000,9679,0,0.20988044024797603,0.0975079199999986,0.4037,0.0612,0.10249665306122217,0.024859591836734536,0.502942521846543,2.989777796909024
150000,5000,9664,0,0.22998608775914464,0.10584847999999845,0.3773,0.08089999999999999,0.09510848979591636,0.03742114285714329,0.47309744926997227,3.9157672802663726
150000,5000,9329,0,0.13727225841778223,0.10002087999999879,0.3909,0.1538,0.09583951020407945,0.05591093877550983,0.35985061619148645,2.299653316737984
150000,5000,7839,0,0.11010057882461144,0.1042223999999986,0.4087,0.1905,0.09956065306122173,0.06753673469387836,0.3340379115029393,2.1528676394636643
150000,5000,8891,0,0.10283416150096392,0.09948663999999877,0.4031,0.1719,0.09733648979591585,0.06453012244897992,0.2990141042086509,2.4946846814861767
150000,5000,3696,0,0.04935627267576859,0.09681407999999835,0.4051,0.2595,0.09519763265305879,0.08021599999999923,0.19277764130681113,1.4088258351077514
150000,5000,11134,0,0.3299307536217909,0.0920779999999986,0.3848,0.0002,0.09275918367346721,2.5551020408163267e-05,0.2922455549808192,-0.7631549168400209
150000,5000,6547,0,0.08006540830280917,0.09707559999999854,0.4097,0.1875,0.09504155102040569,0.0703247346938781,0.14321443750024856,2.4896915385075853
150000,5000,7897,0,0.12305593502462586,0.09633487999999857,0.3791,0.1496,0.09382677551020226,0.056620408163264836,0.39795839528314936,2.5445660272810864
150000,5000,8202,0,0.12884959326313272,0.09236239999999894,0.3561,0.1385,0.08926179591836537,0.05329314285714405,0.449904497368996,2.647538595087091
150000,5000,6302,0,0.21244013537581563,0.10297839999999835,0.4257,0.1596,0.09987061224489567,0.033911918367347735,0.18630762933398554,-0.17662640665364684
150000,5000,10235,0,0.20925242497953178,0.09824127999999864,0.4013,0.1829,0.0959891428571401,0.03249363265306104,0.261679606352011,-0.7477372253180308
150000,5000,7901,0,0.3001292719690074,0.09556175999999875,0.3665,0.1092,0.09429853061224283,0.008584897959183747,0.5587351649874197,-2.3691314984522616
150000,5000,5078,0,0.10913237815481802,0.09978775999999814,0.4084,0.177,0.09508351020407912,0.06521779591836707,0.15702188777948395,2.381158687863611
150000,5000,6402,0,0.13870888201380893,0.10077991999999844,0.4049,0.1947,0.09765346938775225,0.05480138775510253,0.29424487311888936,0.9547299334718292
150000,5000,6853,0,0.16251815818670212,0.0998803999999981,0.4167,0.112,0.0962225306122421,0.047685795918367406,0.12577003266866818,3.317347118423241
150000,5000,5737,0,0.12144367744978024,0.10055919999999806,0.4127,0.1541,0.0978199183673446,0.05973934693877535,0.22604463136505185,2.695342776818541
150000,5000,10006,0,0.13047280072585876,0.09613383999999903,0.3724,0.1298,0.09154718367346698,0.056339591836735675,0.3705657136839012,3.454391162149494
150000,5000,10941,0,0.14282723617243798,0.09770967999999888,0.3819,0.1171,0.09563746938775272,0.05093600000000046,0.44600001543993695,3.468691468006039
150000,5000,7080,0,0.11342176776996693,0.10161831999999879,0.3838,0.1991,0.09709167346938558,0.06473844897959082,0.48784576950814024,1.6713425615812145
150000,5000,8101,0,0.19300690845743773,0.09812463999999875,0.4003,0.1536,0.09692204081632415,0.03582808163265245,0.30974244283365365,0.16396737592084593
150000,5000,5700,0,0.09558621399641976,0.09471055999999871,0.3846,0.1599,0.09302522448979374,0.06334318367346928,0.3056573993716867,2.8345173199011504
150000,5000,7204,0,0.17890519904279445,0.10002767999999879,0.3945,0.1253,0.09630416326530346,0.043032244897959974,0.34246156568365776,1.9692619661715236
150000,5000,8042,0,0.11611756025249298,0.09771991999999897,0.3791,0.1462,0.09749420408163036,0.057279673469387865,0.5567493776306767,2.7626351580956556
150000,5000,11051,0,0.16383137974534834,0.10403151999999923,0.3719,0.1216,0.0980677551020388,0.051417632653061776,0.6637765769328565,3.270194176913984
150000,5000,4937,0,0.09640177295799035,0.10068663999999833,0.4102,0.1613,0.09783567346938539,0.06812587755102066,0.25038685124524407,3.2643313578249673
150000,5000,5904,0,0.11691802104977089,0.09824687999999797,0.417,0.1844,0.09763706122448695,0.057719102040816435,0.17872673415789064,1.4719542127013026
150000,5000,9071,0,0.10947938260935153,0.0951562399999984,0.3861,0.1329,0.09341412244897741,0.05933967346938765,0.3067673563269465,3.658616182284817
150000,5000,8408,0,0.11639042709963521,0.10126511999999852,0.3898,0.1396,0.09919069387754861,0.061109551020407875,0.5123253003610589,3.5156064559986806
150000,5000,8713,0,0.3279447877486814,0.09548399999999888,0.3863,0.0001,0.09664236734693621,4e-06,0.4418837513098173,-1.1027964465679785
150000,5000,9902,0,0.09303510222385825,0.10209735999999937,0.4005,0.1867,0.1012721632653036,0.0681619591836729,0.4860517949141459,2.326051094852319
150000,5000,7849,0,0.2811156261788601,0.1090483999999974,0.4325,0.1093,0.10232155102040558,0.020061142857142385,0.21878615935468584,-0.6504731953277058
150000,5000,9085,0,0.1240825716657985,0.09910327999999859,0.3782,0.1465,0.09719640816326335,0.05725183673469503,0.5538690397120176,2.7463815739198365
150000,5000,8956,0,0.20721614488944495,0.10627423999999808,0.4235,0.1313,0.1043182040816299,0.03526326530612175,0.3787092667669523,0.74263801032577
150000,5000,9109,0,0.16604364661019122,0.096414079999999,0.3805,0.1392,0.09482906122448781,0.04308195918367349,0.426249301615172,1.413535121286238
150000,5000,6042,0,0.09292179940892653,0.1022959199999988,0.4025,0.2127,0.09862187755101794,0.07118057142857086,0.35734367690111773,1.8272964420795041
150000,5000,9952,0,0.24407362262636523,0.10200287999999873,0.3924,0.0608,0.09544848979591616,0.028509877551020486,0.32811076998067473,4.014457421982244
150000,5000,8930,0,0.28929627938281954,0.10015431999999833,0.3858,0.1472,0.09887632653060989,0.011540571428571508,0.5422520478538166,-2.3744649521329
150000,5000,3517,0,0.07558080480760443,0.09492271999999842,0.4092,0.2168,0.09240302040816098,0.07076163265306154,0.042021927735573526,1.6918355125584628
150000,5000,5079,0,0.0519355493413306,0.09729687999999856,0.4204,0.2039,0.09821502040816071,0.0771639999999993,0.17021075150230672,2.5453949140657968
150000,5000,5219,0,0.08476624152656564,0.10484391999999823,0.4273,0.2069,0.10106873469387476,0.07584808163265268,0.2179162568778615,2.3511246859647597
150000,5000,6219,0,0.09295815921511408,0.10275063999999869,0.423,0.1913,0.09989689795918083,0.07064783673469445,0.21190861445635376,2.395287578947148
150000,5000,8351,0,0.11779677461482074,0.108720399999998,0.4214,0.1829,0.10431257142856873,0.06729910204081607,0.39863894136599465,2.3729936560151352
150000,5000,8343,0,0.10599575740302869,0.09519743999999947,0.3712,0.1504,0.09173216326530421,0.062168816326531394,0.39178840006658117,3.116346260314368
150000,5000,7324,0,0.20595582140654833,0.09918519999999803,0.4095,0.07479999999999999,0.09821199999999718,0.03240212244897965,0.2721644373515794,3.4339640734073367
150000,5000,8095,0,0.15105269658313114,0.0955779199999989,0.3788,0.1255,0.0946628571428548,0.04632220408163305,0.437404506990029,2.389858516169415
150000,5000,8447,0,0.25851036880856715,0.0929170399999985,0.3715,0.1209,0.09034865306122199,0.01914114285714358,0.3273859842817366,-1.0638703772154277
150000,5000,10667,0,0.19721254562379198,0.09805607999999875,0.392,0.0846,0.09453281632652849,0.036969632653061385,0.293841837531249,3.4980174113320217
150000,5000,7986,0,0.18095428969954663,0.09774239999999898,0.3973,0.0919,0.09674889795918164,0.03882873469387826,0.33259761140084415,3.261979124017212
150000,5000,6139,0,0.18661055308228225,0.100818159999998,0.4223,0.1639,0.09917828571428275,0.03903795918367407,0.19040065037440834,0.24475211361391883
150000,5000,6239,0,0.12434377056503643,0.09758079999999847,0.4017,0.1489,0.0947088979591815,0.057285959183673706,0.2054546113849513,2.646978904797738
150000,5000,6421,0,0.16634361062053804,0.1003159999999982,0.4066,0.1495,0.09560065306122159,0.04780318367346904,0.1948179241552172,1.5818987928209853
150000,5000,9676,0,0.1068654558951948,0.10544455999999844,0.4071,0.157,0.1045573061224463,0.06561004081632672,0.5512281178234987,3.191087331344003
150000,5000,9991,0,0.1072419439261858,0.10526151999999818,0.4236,0.1397,0.10534832653060923,0.064394285714286,0.4176746815240109,3.8958575493865726
150000,5000,7051,0,0.17904374167570425,0.09610991999999871,0.4019,0.1479,0.09761412244897724,0.03622661224489864,0.32218773742592854,0.3554854454248539
150000,5000,9095,0,0.17201505182740362,0.10575111999999778,0.4122,0.1274,0.0998192653061205,0.04959918367346944,0.3103850115742411,2.721243956816986
150000,5000,8369,0,0.15721568005593556,0.09830087999999872,0.3851,0.1071,0.09528938775510046,0.04789297959183612,0.3970097361678873,3.667648510268387
150000,5000,10102,0,0.12929871913639246,0.10098407999999875,0.3856,0.1295,0.09525934693877294,0.06046024489795957,0.39046480397051975,3.9922890501441395
150000,5000,7743,0,0.13654356125904787,0.09645807999999842,0.3889,0.1259,0.09626351020407897,0.05029902040816412,0.39844162083511536,2.8882535476303337
150000,5000,10613,0,0.23677889111033368,0.0991967999999988,0.3822,0.1066,0.09529404081632449,0.027135428571427984,0.4280246838433617,0.5126478360236929
150000,5000,5638,0,0.08220751696199435,0.10157199999999822,0.4076,0.2156,0.0974325714285688,0.07484865306122286,0.25912542632909064,2.032575241858013
150000,5000,8185,0,0.16523391550404665,0.10110671999999826,0.4131,0.1486,0.09744644897958904,0.04741795918367326,0.2074368790891325,1.5711286102978808
150000,5000,8637,0,0.19880319634970456,0.10241375999999755,0.401,0.1937,0.09766612244897642,0.03922636734693924,0.33326387399206747,-0.3402011115468947
150000,5000,4108,0,0.07380284728796604,0.10216047999999825,0.4173,0.1988,0.10054767346938509,0.07568718367347035,0.29045900197327035,2.58268452643144
150000,5000,7351,0,0.13027269696362975,0.10738023999999878,0.3938,0.1693,0.103038612244896,0.06221624489795917,0.6302940202442376,2.365040435879366
150000,5000,8377,0,0.11112796159066496,0.08996607999999878,0.3921,0.1369,0.08932310204081403,0.05461771428571498,0.07473656922551145,2.8797493407101316
150000,5000,8443,0,0.30576058897939407,0.09719943999999857,0.3948,0.0615,0.0973511836734669,0.006005714285714218,0.3829490673836872,-2.0526292372704154
150000,5000,11920,0,0.1549159451235289,0.1077017599999979,0.3991,0.1073,0.1032926530612219,0.054324081632653363,0.5837127051777746,4.635699402863277
150000,5000,12252,0,0.34365172675230293,0.09982399999999857,0.3797,0.0003,0.09747861224489575,4.5632653061224496e-05,0.5494056655097449,-0.6584515614742904
150000,5000,8438,0,0.13142953081963338,0.09599599999999905,0.3683,0.1768,0.09419306122448774,0.05319444897959154,0.5333972358446111,1.2728233036703405
150000,5000,3638,0,0.09986848500470569,0.10217207999999757,0.4381,0.2094,0.10066857142856828,0.06656653061224478,0.107205952369479,1.5523299678046687
150000,5000,9319,0,0.12255528764568913,0.1082062399999987,0.3936,0.1607,0.10366636734693614,0.0654923265306126,0.6586559633838731,3.0214765107313997
150000,5000,12074,0,0.24402354389622427,0.1066208799999987,0.3789,0.1331,0.103457551020406,0.02612661224489762,0.8173122869226329,-0.44184463301940785
150000,5000,11365,0,0.15674755663946394,0.0983851199999987,0.373,0.1113,0.09257167346938604,0.0508710204081625,0.4091583412918641,3.8299395725216465
150000,5000,9906,0,0.1625830673512354,0.0992299999999987,0.3958,0.1452,0.09839404081632393,0.04455812244898001,0.4159731247789351,1.370679145500286
150000,5000,8989,0,0.15829812829262124,0.10613951999999802,0.4147,0.1474,0.10364938775509927,0.050607673469386556,0.4380324681667859,1.968411004733589
150000,5000,10429,0,0.18188833487541678,0.10436687999999822,0.3763,0.1271,0.09811232653060979,0.04637469387755157,0.6151177875548697,2.3205637137303716
150000,5000,7840,0,0.1668880852749941,0.09930287999999825,0.4226,0.1005,0.10199959183673193,0.03979706122449016,0.29725539820525787,2.8286704677869143
150000,5000,6340,0,0.08621833969329917,0.10267591999999855,0.4037,0.1925,0.09983640816326296,0.07291591836734655,0.3947733986459521,2.5507921173446717
150000,5000,8843,0,0.16411798490675378,0.09891311999999897,0.3925,0.149,0.09911599999999783,0.042930938775511046,0.48047128140912154,1.0634433838831157
150000,5000,9469,0,0.19246760814961095,0.09753271999999838,0.3947,0.1044,0.09321959183673198,0.038877632653061205,0.21215087008032923,2.4425045651071513
150000,5000,7140,0,0.10794640423898938,0.10111007999999821,0.4163,0.1448,0.10175044897958904,0.0610653877551024,0.3473868136527315,3.2532178451990226
150000,5000,9911,0,0.1455070713428781,0.10235799999999869,0.3766,0.1552,0.09572261224489574,0.05698563265306074,0.5075538081611237,2.3594580058857892
150000,5000,9884,0,0.32891559438535267,0.10063263999999832,0.3981,0.0467,0.09797648979591579,0.0036597551020408326,0.3751825804169004,-2.3639353410153414
150000,5000,7811,0,0.14391194975157162,0.09533567999999844,0.375,0.0996,0.09351453061224284,0.049181306122449225,0.42870355503434276,4.43003766349086
150000,5000,6998,0,0.12970700338211993,0.09513751999999868,0.3999,0.1925,0.09412734693877281,0.05245493877551047,0.19900266944243708,0.8075557033211297
150000,5000,9397,0,0.1359240649110891,0.09687703999999828,0.3924,0.1124,0.09576538775509955,0.05161967346938716,0.3413670266770215,3.8658827592948244
150000,5000,4533,0,0.07962260236930685,0.10526135999999797,0.4287,0.2132,0.10168375510203799,0.07778669387755062,0.2287871102337789,2.3226943931419766
150000,5000,8786,0,0.35445292329753,0.10147599999999879,0.394,0.0002,0.09668791836734443,4.1224489795918366e-05,0.36353420268625597,-0.13690164561164622
150000,5000,7321,0,0.11467613737635474,0.09848415999999872,0.3853,0.1468,0.09452326530612042,0.06191746938775478,0.36226367514442964,3.2542805985601944
150000,5000,9554,0,0.2184535988658992,0.10166167999999884,0.3834,0.1067,0.09774040816326285,0.03267624489795917,0.5199514428696071,1.3592674469115247
150000,5000,4046,0,0.117438920872863,0.09873199999999821,0.4188,0.2005,0.09693085714285397,0.05902759183673543,0.13452714532128857,1.1669510991873198
150000,5000,8650,0,0.1597604122651778,0.09915247999999884,0.3849,0.10139999999999999,0.09747771428571171,0.04619306122448923,0.4924428146317595,3.804145892531369
150000,5000,6147,0,0.16747949162893716,0.10121975999999885,0.4098,0.1252,0.09850628571428324,0.04585175510204139,0.2810705904891441,2.342764614758036
150000,5000,6022,0,0.08304183722639213,0.09689815999999855,0.4046,0.1516,0.09663885714285476,0.06743893877551069,0.25601636437138475,3.632645074553864
150000,5000,10214,0,0.14940130425555964,0.10353159999999828,0.4045,0.11059999999999998,0.10258399999999722,0.050650285714286966,0.4982453537778569,3.844563015164775
150000,5000,8469,0,0.12490384922020048,0.10150399999999915,0.3995,0.1547,0.09981591836734445,0.058110040816326806,0.43660574503616684,2.4980537924130726
150000,5000,6817,0,0.15689315107457458,0.10598079999999793,0.4261,0.1775,0.10200946938775252,0.052461387755102486,0.2650928085183584,1.1856513277740628
150000,5000,4027,0,0.11927293526232119,0.10324279999999869,0.4233,0.194,0.10160097959183405,0.060877224489795684,0.27524555563914693,1.4850347945938371
150000,5000,8950,0,0.17764725978079987,0.09789959999999856,0.3949,0.1238,0.0964570612244876,0.04026979591836804,0.3447584571684237,1.6717614330761579
150000,5000,4049,0,0.14257643361859618,0.09398807999999821,0.4079,0.1758,0.0939918367346915,0.04707110204081649,0.11777420358779529,0.7297094672853152
150000,5000,1514,0,0.039868223666515434,0.10753055999999794,0.4632,0.2858,0.10684457142856843,0.09172579591836658,0.12168503386924814,1.6030540580224215
150000,5000,10851,0,0.22306027660648375,0.10011103999999849,0.3816,0.096,0.097153469387753,0.0300360816326529,0.514440826444227,1.4673951819803948
150000,5000,9158,0,0.1464039294234537,0.10089367999999845,0.4064,0.1069,0.09801526530611987,0.05223273469387771,0.2942468307355666,4.346248844301805
150000,5000,9430,0,0.1453405286039755,0.09790287999999887,0.3897,0.0992,0.09627951020407935,0.04983183673469522,0.3907753631060514,4.569966977577171
150000,5000,8382,0,0.0989153014055768,0.10688439999999848,0.4156,0.1986,0.10536440816326326,0.06992097959183644,0.49688818825088715,2.1127640434867736
150000,5000,11395,0,0.15185147796249088,0.09630127999999896,0.3655,0.1156,0.09357420408163089,0.048245795918367765,0.5377606907532968,3.1797871096749164
150000,5000,4794,0,0.11412913396107893,0.10231415999999831,0.4303,0.1686,0.1021896326530581,0.0605152653061215,0.23360879848169414,2.2246150563874445
150000,5000,4580,0,0.11715904802520538,0.10403399999999778,0.4176,0.1464,0.09903542857142544,0.06539142857142893,0.22817297220475186,3.662121263842364
150000,5000,10958,0,0.3387064796007312,0.09563199999999858,0.385,0.0002,0.09443632653061014,4.4163265306122446e-05,0.3616946231590195,-0.019479157256326107
150000,5000,8895,0,0.2189423582015424,0.09775215999999928,0.4093,0.1074,0.09891910204081401,0.02635355102040823,0.30244671090077413,0.3623631343332417
150000,5000,7566,0,0.2673790799122948,0.09935423999999837,0.4265,0.0356,0.10281910204081375,0.012046285714285733,0.29256940908014784,1.8743736109338804
150000,5000,6802,0,0.26118233792948053,0.09090863999999874,0.3762,0.1486,0.09079746938775297,0.01571355102040806,0.29709985767299985,-1.9262869952653687
150000,5000,7282,0,0.15857244739727727,0.09473407999999836,0.3924,0.0963,0.09388563265305887,0.04371795918367292,0.26273440871024545,3.7777024337993517
150000,5000,4858,0,0.13199844102518676,0.10139559999999878,0.4162,0.1999,0.09961942857142614,0.055878204081633825,0.26430101164501557,0.9230338278015
150000,5000,11055,0,0.345701117744599,0.09828599999999872,0.3961,0.0,0.09557608163265065,0.0,0.2961040752564416,nan
150000,5000,8447,0,0.3283654054399141,0.09513199999999858,0.3922,0.0002,0.09619134693877308,8e-06,0.3612372234422584,-1.4644281111842947
150000,5000,8501,0,0.21344617976812297,0.10236271999999821,0.3781,0.1072,0.09520848979591606,0.037494204081631795,0.46868498012294924,2.0720178321379117
150000,5000,7667,0,0.161551576116838,0.09404383999999899,0.3926,0.1686,0.09763306122448753,0.038135183673469485,0.41741387908192007,0.048098926583398004
150000,5000,8694,0,0.31233041454025545,0.09868471999999855,0.4006,0.0243,0.0974985306122423,0.005924326530612241,0.3303883688590696,0.3331306390427904
150000,5000,10041,0,0.27908143309625466,0.09565295999999851,0.3774,0.0866,0.09070930612244692,0.01711493877551012,0.2806697048741205,-0.41935801457543165
150000,5000,7628,0,0.10784672684456076,0.10466911999999831,0.4133,0.1555,0.10231012244897669,0.06627077551020462,0.3987366299931235,3.326772088715775
150000,5000,9152,0,0.2628752037361456,0.10192239999999847,0.4031,0.0936,0.09880995918367087,0.020171755102040702,0.3590164519405914,-0.12677773655346927
150000,5000,9300,0,0.0980678063487711,0.10079935999999876,0.4109,0.1657,0.09974073469387482,0.06584865306122417,0.31982350152900285,2.855283014232127
150000,5000,6764,0,0.10099292431929363,0.10527359999999822,0.4149,0.1628,0.09903983673469133,0.07288081632653073,0.25368002696684105,3.679459335230505
150000,5000,12369,0,0.21470851422521908,0.09828039999999852,0.3784,0.1159,0.0949413877550998,0.0321323265306122,0.45382218567618243,0.8844603540882957
150000,5000,8961,0,0.14510065258132843,0.09854863999999829,0.4055,0.1417,0.09826987755101782,0.04887730612244971,0.31334012756961965,1.9944552096752075
150000,5000,8593,0,0.06043660796804351,0.10029831999999937,0.3884,0.2134,0.09909469387754839,0.0786370612244895,0.5233224754923035,2.3824534605493475
150000,5000,8063,0,0.1775247700527205,0.09729263999999822,0.3881,0.114,0.09415493877550812,0.04175861224489834,0.317635404393001,2.3434122728063063
150000,5000,8017,0,0.19797872567163877,0.1072766399999988,0.4153,0.1052,0.10365861224489523,0.03998024489795956,0.43247006344145994,2.567840348266461
150000,5000,9793,0,0.08514398939372081,0.09906823999999911,0.3754,0.1874,0.0973161632653042,0.0697274285714291,0.5905651771577226,2.4406996647608903
150000,5000,6803,0,0.199584205121214,0.10295135999999834,0.4116,0.1122,0.10118824489795664,0.03619918367346924,0.370776326445627,1.6279005342324162
150000,5000,9818,0,0.2513013136956064,0.10774935999999859,0.3985,0.1236,0.10235820408163013,0.026582448979591673,0.5516172030666209,-0.13412302904289924
150000,5000,9354,0,0.15638092029198591,0.11075631999999941,0.3947,0.1293,0.10537346938775338,0.056227510204080774,0.7176032770715424,3.4676584192357733
150000,5000,9468,0,0.1366063155808419,0.10231551999999859,0.3725,0.1506,0.09900938775509979,0.05643330612244927,0.6982980568888503,2.48303807405724
150000,5000,11105,0,0.15114848211989185,0.10164015999999876,0.4059,0.1039,0.09777159183673194,0.05212636734693871,0.2892688947822616,4.560160286113271
150000,5000,5982,0,0.05991780634762578,0.09951711999999845,0.4107,0.2276,0.0983495510204054,0.07818163265306088,0.26615975478896703,1.9726949656194668
150000,5000,9925,0,0.11463341324022713,0.09944815999999884,0.3985,0.1474,0.09721673469387478,0.060768979591836345,0.33983237389801757,3.09844318592749
150000,5000,6611,0,0.14164537114333509,0.09374903999999895,0.3811,0.1328,0.09274726530612012,0.048224571428572206,0.33014517482926314,2.2924480877964246
150000,5000,10057,0,0.3447013555275976,0.09826599999999923,0.3678,0.0,0.0957737959183652,0.0,0.6096462558481005,nan
150000,5000,5146,0,0.0526146710643518,0.0987480799999985,0.4185,0.228,0.09853934693877237,0.07921322448979545,0.20034279306366523,2.0370380046952747
150000,5000,7738,0,0.10729443506738956,0.10189359999999831,0.4178,0.1432,0.10256865306122168,0.06172546938775476,0.36513041866307205,3.4059277107456163
150000,5000,9987,0,0.21043820177171435,0.10271751999999826,0.3952,0.104,0.09782742857142632,0.03617665306122547,0.3986335427382444,2.040596588555584
150000,5000,10860,0,0.10057073269965777,0.10631551999999858,0.4004,0.163,0.10375289795918102,0.07001746938775603,0.588789019797852,3.382446866416093
150000,5000,7198,0,0.13001642756665344,0.10093895999999827,0.4113,0.1746,0.10007746938775237,0.05534546938775571,0.32938791064260214,1.5369759044278917
150000,5000,6716,0,0.12476167083820666,0.0986245599999984,0.4196,0.1878,0.09856653061224213,0.05492375510204139,0.19127397420181835,1.1349562624928802
150000,5000,8963,0,0.1328529929363329,0.1016189599999992,0.3839,0.1488,0.09595673469387528,0.05961257142857258,0.4382379714612378,2.907525314736604
150000,5000,8798,0,0.15591971709008923,0.10215903999999897,0.3883,0.1225,0.09757232653060992,0.0516256326530614,0.46004641207775837,3.2471770523543757
150000,5000,8939,0,0.14395214437833992,0.10420623999999834,0.3942,0.1534,0.09955689795918111,0.0564033469387762,0.4809562496160092,2.3678037929035525
150000,5000,7315,0,0.12158872927692921,0.09714671999999884,0.3975,0.1526,0.09377836734693619,0.058389306122449226,0.20791836300680402,2.6127248423845035
150000,5000,9484,0,0.13102899882733043,0.09641487999999827,0.3945,0.1511,0.09373044897958976,0.054420897959184734,0.23537236307737922,2.2443983163353756
150000,5000,10322,0,0.1975441074873765,0.10344023999999834,0.4022,0.1509,0.09890865306122176,0.03971877551020334,0.37204762457918517,0.6550459862160234
150000,5000,9956,0,0.11227422474304538,0.09693807999999823,0.3749,0.1445,0.09115208163265141,0.06358391836734713,0.32636186008181195,3.553247151450899
150000,5000,8730,0,0.12102134457424518,0.10061935999999842,0.3784,0.1593,0.09589093877550764,0.061897795918367846,0.49501148937888656,2.7102008909135034
150000,5000,5994,0,0.14017719072564194,0.10429991999999827,0.4073,0.1179,0.09907518367346696,0.05823273469387858,0.32821636402555165,4.434351120668664
150000,5000,12419,0,0.20893299210957295,0.10313087999999875,0.3753,0.09419999999999999,0.09764661224489593,0.037321061224489006,0.6061512190760329,2.8313244970374245
150000,5000,10974,0,0.309975469583918,0.09180799999999867,0.3894,0.0002,0.09666408163265097,5.4938775510204083e-05,0.4101104031841493,0.4110699667131818
150000,5000,6000,0,0.0688439375033042,0.10011415999999879,0.4,0.203,0.09744138775509952,0.07699363265305972,0.3340355946607774,2.5591313266460674
150000,5000,5737,0,0.10673988670595569,0.09937079999999822,0.409,0.1675,0.09466146938775245,0.06574473469387836,0.13447701876113058,2.7751479858868278
150000,5000,11003,0,0.2793578900583715,0.10424591999999794,0.3891,0.0375,0.09867371428571171,0.018766448979591864,0.4980297284891811,4.514941021594622
150000,5000,6893,0,0.13834768898396854,0.09833303999999875,0.3928,0.1441,0.09488799999999796,0.05397493877551008,0.3006229528288829,2.4802208298502406
150000,5000,7329,0,0.20396801958920707,0.09624047999999827,0.3891,0.0989,0.09385338775509966,0.03340995918367265,0.2946804358491608,1.8759208362761315
150000,5000,4188,0,0.08053085545634586,0.10022399999999818,0.4185,0.1792,0.09919240816326247,0.07137722448979517,0.22595878219583837,2.87068178949066
150000,5000,9352,0,0.16008510546048005,0.103268239999999,0.3924,0.1471,0.09548808163265109,0.05404669387755097,0.32976694836752996,2.3631096861054095
150000,5000,5777,0,0.0918789823299464,0.10075743999999882,0.4045,0.1631,0.09766563265305885,0.06993526530612293,0.29865315534063896,3.369869234449895
150000,5000,6404,0,0.1137014851386895,0.10363751999999847,0.4034,0.1815,0.09988334693877306,0.06506889795918439,0.39970212493493334,2.218001034877611
150000,5000,5165,0,0.09006335670820698,0.09265415999999897,0.3781,0.1902,0.09276399999999789,0.0619231836734702,0.3625646649033922,1.6779952380368122
150000,5000,7436,0,0.18856684273606306,0.10596999999999776,0.4241,0.1032,0.10227159183673179,0.04241959183673409,0.29377090916804854,3.075411163650194
150000,5000,9624,0,0.11520088618029811,0.10163639999999842,0.386,0.1864,0.09466685714285444,0.06660955102040887,0.3610678100338162,2.1990978695565566
150000,5000,8440,0,0.20416257015573724,0.09854367999999826,0.3925,0.1592,0.09797787755101753,0.03227820408163315,0.43287424845547723,-0.33611766803015813
150000,5000,7264,0,0.16224509377926855,0.10255335999999846,0.4163,0.1588,0.09944865306122169,0.048393795918367406,0.25662329319694005,1.3360622485521976
150000,5000,9212,0,0.37370529289835774,0.10617199999999832,0.3935,0.0002,0.09677697959183429,3.412244897959184e-05,0.3723673489963616,-0.4206726591370036
150000,5000,8408,0,0.1075467217742958,0.10613695999999918,0.3992,0.1767,0.10163485714285449,0.06941395918367327,0.5144811445907339,2.780823608567622
150000,5000,5688,0,0.15697902509317996,0.09784991999999876,0.4146,0.1724,0.09833077551020121,0.04426391836734741,0.22844126286627853,0.5492712710114003
150000,5000,5486,0,0.1026643643929761,0.10461479999999783,0.4254,0.2194,0.09897942857142572,0.07128922448979531,0.15463378585036203,1.6678629788902843
150000,5000,8939,0,0.2984155709724685,0.10309319999999864,0.3995,0.0283,0.09917346938775252,0.012237061224489802,0.41020849676830257,3.3974424275129693
150000,5000,7791,0,0.18133758702373204,0.10223927999999773,0.406,0.1078,0.09782677551020143,0.04387608163265355,0.2905262018951121,3.0098304201928827
150000,5000,5425,0,0.07555215782457947,0.10484943999999811,0.4204,0.2207,0.10226146938775196,0.07797681632652995,0.32821383651606845,2.1335545004042387
